Gene Ontology	Bacteria	Paper ID
immune response	Staphylococcus aureus	28589151
innate immune response	Staphylococcus aureus	28589151
immune system process	Staphylococcus aureus	23067362
immune response	Staphylococcus aureus	23067362
innate immune response	Staphylococcus aureus	23067362
immune system process	Staphylococcus aureus	32052466
immune response	Staphylococcus aureus	32052466
innate immune response	Staphylococcus aureus	32052466
immune system process	Staphylococcus aureus	25992774
immune response	Staphylococcus aureus	25992774
innate immune response	Staphylococcus aureus	25992774
immune system process	Staphylococcus aureus	26648936
immune response	Staphylococcus aureus	26648936
innate immune response	Staphylococcus aureus	26648936
immune system process	Staphylococcus aureus	31583256
immune response	Staphylococcus aureus	31583256
innate immune response	Staphylococcus aureus	31583256
immune system process	Staphylococcus aureus	25486993
immune response	Staphylococcus aureus	25486993
innate immune response	Staphylococcus aureus	25486993
innate immune response	Staphylococcus aureus	29853961
immune system process	Staphylococcus aureus	23940817
immune response	Staphylococcus aureus	23940817
innate immune response	Staphylococcus aureus	23940817
immune system process	Staphylococcus aureus	20109729
immune response	Staphylococcus aureus	20109729
innate immune response	Staphylococcus aureus	20109729
immune system process	Staphylococcus aureus	32512807
immune response	Staphylococcus aureus	32512807
innate immune response	Staphylococcus aureus	32512807
immune system process	Staphylococcus aureus	33086748
immune response	Staphylococcus aureus	33086748
innate immune response	Staphylococcus aureus	33086748
immune system process	Staphylococcus aureus	23264652
immune response	Staphylococcus aureus	23264652
innate immune response	Staphylococcus aureus	23264652
immune system process	Staphylococcus aureus	32965785
immune response	Staphylococcus aureus	32965785
innate immune response	Staphylococcus aureus	32965785
immune system process	Staphylococcus aureus	27034592
immune response	Staphylococcus aureus	27034592
innate immune response	Staphylococcus aureus	27034592
immune system process	Staphylococcus aureus	18197145
immune response	Staphylococcus aureus	18197145
innate immune response	Staphylococcus aureus	18197145
immune system process	Staphylococcus aureus	19688327
immune response	Staphylococcus aureus	19688327
innate immune response	Staphylococcus aureus	19688327
immune system process	Staphylococcus aureus	23774600
immune response	Staphylococcus aureus	23774600
innate immune response	Staphylococcus aureus	23774600
immune system process	Staphylococcus aureus	21746813
immune response	Staphylococcus aureus	21746813
innate immune response	Staphylococcus aureus	21746813
immune system process	Staphylococcus aureus	29760700
immune response	Staphylococcus aureus	29760700
innate immune response	Staphylococcus aureus	29760700
immune system process	Staphylococcus aureus	12960399
immune response	Staphylococcus aureus	12960399
innate immune response	Staphylococcus aureus	12960399
immune system process	Staphylococcus aureus	26557028
immune response	Staphylococcus aureus	26557028
innate immune response	Staphylococcus aureus	26557028
immune system process	Staphylococcus aureus	21652138
immune response	Staphylococcus aureus	21652138
innate immune response	Staphylococcus aureus	21652138
immune system process	Staphylococcus aureus	32575459
immune response	Staphylococcus aureus	32575459
innate immune response	Staphylococcus aureus	32575459
immune response	Staphylococcus aureus	20668911
innate immune response	Staphylococcus aureus	20668911
immune system process	Staphylococcus aureus	32792522
immune response	Staphylococcus aureus	32792522
innate immune response	Staphylococcus aureus	32792522
immune system process	Staphylococcus aureus	27158839
immune response	Staphylococcus aureus	27158839
innate immune response	Staphylococcus aureus	27158839
immune system process	Staphylococcus aureus	27922126
immune response	Staphylococcus aureus	27922126
innate immune response	Staphylococcus aureus	27922126
immune system process	Staphylococcus aureus	28415971
immune response	Staphylococcus aureus	28415971
innate immune response	Staphylococcus aureus	28415971
immune system process	Staphylococcus aureus	22967859
immune response	Staphylococcus aureus	22967859
innate immune response	Staphylococcus aureus	22967859
immune system process	Staphylococcus aureus	32351607
immune response	Staphylococcus aureus	32351607
innate immune response	Staphylococcus aureus	32351607
immune system process	Staphylococcus aureus	31851866
immune response	Staphylococcus aureus	31851866
innate immune response	Staphylococcus aureus	31851866
immune system process	Staphylococcus aureus	25951989
immune response	Staphylococcus aureus	25951989
innate immune response	Staphylococcus aureus	25951989
immune system process	Staphylococcus aureus	28545453
immune response	Staphylococcus aureus	28545453
innate immune response	Staphylococcus aureus	28545453
immune system process	Staphylococcus aureus	30710344
immune response	Staphylococcus aureus	30710344
innate immune response	Staphylococcus aureus	30710344
immune system process	Staphylococcus aureus	25888308
immune response	Staphylococcus aureus	25888308
innate immune response	Staphylococcus aureus	25888308
immune system process	Staphylococcus aureus	31658751
immune response	Staphylococcus aureus	31658751
innate immune response	Staphylococcus aureus	31658751
immune system process	Staphylococcus aureus	33193449
immune response	Staphylococcus aureus	33193449
innate immune response	Staphylococcus aureus	33193449
immune system process	Staphylococcus aureus	17042784
immune response	Staphylococcus aureus	17042784
innate immune response	Staphylococcus aureus	17042784
immune system process	Staphylococcus aureus	31988111
immune response	Staphylococcus aureus	31988111
innate immune response	Staphylococcus aureus	31988111
immune system process	Staphylococcus aureus	31921904
immune response	Staphylococcus aureus	31921904
innate immune response	Staphylococcus aureus	31921904
immune system process	Staphylococcus aureus	33247193
immune response	Staphylococcus aureus	33247193
innate immune response	Staphylococcus aureus	33247193
immune system process	Staphylococcus aureus	31489516
immune response	Staphylococcus aureus	31489516
innate immune response	Staphylococcus aureus	31489516
immune system process	Staphylococcus aureus	32210967
immune response	Staphylococcus aureus	32210967
innate immune response	Staphylococcus aureus	32210967
immune system process	Staphylococcus aureus	26925211
immune response	Staphylococcus aureus	26925211
innate immune response	Staphylococcus aureus	26925211
immune system process	Staphylococcus aureus	25836716
immune response	Staphylococcus aureus	25836716
innate immune response	Staphylococcus aureus	25836716
immune system process	Staphylococcus aureus	15107016
immune response	Staphylococcus aureus	15107016
innate immune response	Staphylococcus aureus	15107016
immune system process	Staphylococcus aureus	26900865
immune response	Staphylococcus aureus	26900865
innate immune response	Staphylococcus aureus	26900865
immune system process	Staphylococcus aureus	31160890
immune response	Staphylococcus aureus	31160890
innate immune response	Staphylococcus aureus	31160890
immune system process	Staphylococcus aureus	31751374
immune response	Staphylococcus aureus	31751374
innate immune response	Staphylococcus aureus	31751374
immune response	Staphylococcus aureus	23935651
innate immune response	Staphylococcus aureus	23935651
immune system process	Staphylococcus aureus	30517644
immune response	Staphylococcus aureus	30517644
innate immune response	Staphylococcus aureus	30517644
immune system process	Staphylococcus aureus	20100857
immune response	Staphylococcus aureus	20100857
innate immune response	Staphylococcus aureus	20100857
immune system process	Staphylococcus aureus	25699267
immune response	Staphylococcus aureus	25699267
innate immune response	Staphylococcus aureus	25699267
immune system process	Staphylococcus aureus	23297263
immune response	Staphylococcus aureus	23297263
innate immune response	Staphylococcus aureus	23297263
immune system process	Staphylococcus aureus	23391272
immune response	Staphylococcus aureus	23391272
innate immune response	Staphylococcus aureus	23391272
innate immune response	Staphylococcus aureus	30671382
immune system process	Staphylococcus aureus	25329066
immune response	Staphylococcus aureus	25329066
innate immune response	Staphylococcus aureus	25329066
immune response	Staphylococcus aureus	22870198
innate immune response	Staphylococcus aureus	22870198
immune system process	Staphylococcus aureus	30013175
immune response	Staphylococcus aureus	30013175
innate immune response	Staphylococcus aureus	30013175
immune system process	Staphylococcus aureus	31964696
immune response	Staphylococcus aureus	31964696
innate immune response	Staphylococcus aureus	31964696
immune system process	Staphylococcus aureus	28559189
immune response	Staphylococcus aureus	28559189
innate immune response	Staphylococcus aureus	28559189
immune system process	Staphylococcus aureus	25831078
